Group,Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
guess,zapatos guess animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
guess,guess animal print shoes,10,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00"
guess,guess animal print sneakers,10,,0.00,1.00,,,,"0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00"
guess,guess bikini animal print,10,,0.00,1.00,,,,"1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00"
guess,guess sneakers animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00"
guess,reloj guess animal print dorado,10,,0.00,1.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
guess,reloj guess animal print mujer,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
guess,reloj guess animal print precio,10,,0.00,1.00,,,,"0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00"
guess,reloj guess mujer animal print,10,,0.00,1.00,,,,"1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00"
ingles,zapatos animal print el corte ingles,90,26,0.00,1.00,50,"Informational, Transactional","Image, Image pack, Related searches","0.28,0.50,1.00,1.00,0.78,0.64,1.00,1.00,0.78,0.64,0.35,0.28"
ingles,vestidos animal print el corte ingles,40,25,0.00,0.98,56,Informational,"Image, Image pack, Related searches","0.62,0.44,1.00,0.26,0.44,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
ingles,bolsos animal print el corte ingles,30,25,0.00,1.00,63,"Informational, Transactional","Site links, Image, Image pack, Related searches","0.18,0.18,0.18,0.63,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18"
ingles,animal print el corte ingles,20,,0.00,0.86,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
ingles,blusas animal print el corte ingles,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00"
ingles,bolso animal print el corte ingles,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00"
ingles,camisa animal print el corte ingles,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
ingles,camisas animal print el corte ingles,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
ingles,el corte ingles animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
ingles,pañuelos animal print el corte ingles,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
ingles,sandalias animal print el corte ingles,20,,0.00,1.00,,,,"1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
ingles,zapatos mujer animal print el corte ingles,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
ingles,abrigo animal print el corte ingles,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
ingles,abrigos animal print el corte ingles,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
ingles,botines animal print el corte ingles,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
ingles,faldas animal print el corte ingles,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
ingles,jersey animal print corte ingles,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00"
ingles,pantalones animal print el corte ingles,10,,0.00,0.29,,,,"0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00"
ingles,vestido animal print corte ingles,10,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00"
ingles,zapatos animal print corte ingles,10,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00"
lol,lola casademunt bolso animal print,90,13,0.17,1.00,53,"Informational, Transactional","Site links, Image, Image pack, Related searches","0.52,0.19,0.19,0.52,0.23,1.00,0.66,0.66,0.23,0.33,0.23,0.42"
lol,bolso lola casademunt animal print,70,15,0.13,1.00,42,Informational,"Site links, Indented, Image, Image pack, People also ask, Related searches, Ads bottom","0.00,0.00,0.00,0.00,0.00,0.78,0.78,0.78,0.78,0.78,1.00,0.78"
lol,lola casademunt vestido animal print,70,7,0.09,1.00,54,Informational,"Image, Image pack, Related searches, Shopping ads, Ads bottom","0.78,0.28,0.14,0.21,0.14,0.21,0.28,0.78,0.78,0.28,0.28,1.00"
lol,bolso animal print lola casademunt,50,12,0.18,1.00,52,Informational,"Site links, Indented, Image, Image pack, Related searches","0.00,0.14,0.14,0.21,0.14,0.78,0.78,0.21,0.14,0.14,0.21,1.00"
lol,bolso bimba y lola animal print,40,17,0.00,1.00,49,Informational,"Site links, Reviews, Indented, Image, Image pack, Related searches","0.56,1.00,1.00,1.00,0.56,0.21,0.21,0.21,0.32,0.21,0.21,0.21"
lol,bimba y lola animal print,30,14,0.00,0.95,71,Informational,"Indented, Image, Image pack, People also ask, Related searches","0.40,1.00,0.60,0.60,0.80,0.40,0.40,0.40,0.40,0.40,0.40,0.40"
lol,bolso animal print bimba y lola,30,20,0.00,0.86,53,Informational,"Site links, Reviews, Image, Image pack, People also ask, Related searches, Ads bottom","0.32,1.00,0.44,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21"
lol,abrigo animal print bimba y lola,20,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
lol,animal print bimba y lola,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
lol,bimba y lola bolso animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
lol,cartera animal print bimba y lola,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00"
lol,cartera bimba y lola animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
lol,monedero animal print bimba y lola,20,,0.00,0.97,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
lol,monedero bimba y lola animal print,20,,0.00,0.95,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
lol,bimba y lola abrigo animal print,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
lol,botin animal print bimba y lola,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
lol,chal animal print bimba y lola,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00"
lol,chaleco animal print lola casademunt,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00"
lol,lola casademunt animal print,10,,0.11,1.00,,,,"0.00,0.50,1.00,0.50,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
lol,vestido animal print lola casademunt,10,,0.15,1.00,,,,"0.00,0.50,0.25,0.00,0.00,0.00,0.00,0.25,0.50,0.25,0.00,1.00"
midi,falda midi animal print,170,19,0.46,1.00,4040000,Informational,"Reviews, Indented, Image, Image pack, Video, Related searches","0.65,1.00,1.00,0.80,0.65,0.42,0.35,0.53,0.42,0.53,0.53,0.35"
midi,vestido midi animal print,70,17,0.00,1.00,14500000,Informational,"Reviews, Indented, Image, Image pack, Related searches","0.17,1.00,1.00,1.00,0.17,0.17,0.17,1.00,0.17,0.17,0.17,0.17"
midi,falda midi animal print zara,30,25,0.00,1.00,45,Informational,"Site links, Indented, Image, Image pack, Related searches","0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
midi,animal print midi dress,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
midi,animal print midi skirt,20,,0.00,1.00,,,,"1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
midi,falda animal print midi,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
midi,falda midi animal print mango,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
midi,falda midi animal print stradivarius,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
midi,falda midi plisada animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00"
midi,falda midi print animal,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
midi,look falda midi animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
midi,outfit falda midi animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
midi,vestido animal print midi,20,,0.00,0.92,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
midi,vestido midi animal print zara,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
midi,animal print skirt midi,10,,0.00,0.00,,,,"0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00"
midi,midi animal print skirt,10,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00"
midi,saia midi animal print,10,,0.00,0.00,,,,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00"
midi,vestidos midi animal print,10,,0.32,1.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00"
midi,zara animal print midi skirt,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00"
midi,zara falda midi animal print,10,,0.00,0.26,,,,"1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00"
short,animal print shorts,20,,0.00,1.00,,,,"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
short,short animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
short,short animal print hombre,20,,0.00,1.00,,,,"1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
short,short animal print mujer,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
short,short animal print zara,20,,0.00,0.76,,,,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00"
short,short nike animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
short,adidas animal print shorts,10,,0.00,1.00,,,,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00"
short,animal print bike shorts,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,0.00"
short,animal print boxer shorts,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00"
short,animal print cycling shorts,10,,0.00,1.00,,,,"0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00"
short,animal print mens shorts,10,,0.00,0.83,,,,"1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00"
short,animal print running shorts,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00"
short,animal print short,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00"
short,animal print swim shorts,10,,0.00,0.00,,,,"1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00"
short,bike shorts animal print,10,,0.00,0.00,,,,"1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
short,biker short animal print,10,,0.00,1.00,,,,"0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00"
short,gymshark animal print shorts,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00"
short,mens animal print shorts,10,,0.00,0.83,,,,"1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00"
short,short adidas animal print,10,,0.00,1.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
short,short de animal print,10,,0.00,1.00,,,,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00"
bershka,animal print bershka,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
bershka,bershka animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
bershka,bershka vestido animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00"
bershka,blusa animal print bershka,20,,0.00,1.00,,,,"1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00"
bershka,body animal print bershka,20,,0.00,0.57,,,,"0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00"
bershka,camiseta animal print bershka,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
bershka,falda animal print bershka,20,,0.00,0.94,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
bershka,pantalon animal print bershka,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
bershka,top animal print bershka,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
bershka,vestido animal print bershka,20,,0.00,0.97,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
bershka,vestido bershka animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
bershka,abrigo animal print bershka,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00"
bershka,bershka animal print dress,10,,0.00,0.00,,,,"1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00"
bershka,bershka falda animal print,10,,0.00,1.00,,,,"1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00"
bershka,blazer animal print bershka,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00"
bershka,botines animal print bershka,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00"
bershka,camisa animal print bershka,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00"
bershka,cazadora animal print bershka,10,,0.00,0.00,,,,"0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00"
bershka,jersey animal print bershka,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00"
men,animal print shirt mens,20,,0.00,1.00,,,,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
men,animal print shirts mens,20,,0.00,1.00,,,,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
men,men's animal print,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
men,mens animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
men,mens animal print shirt,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
men,animal print jacket mens,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
men,animal print mens,10,,0.00,1.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00"
men,animal print mens shorts,10,,0.00,0.83,,,,"1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00"
men,animal print pants mens,10,,0.00,1.00,,,,"0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00"
men,animal print suit mens,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00"
men,animal print t shirt mens,10,,0.00,1.00,,,,"1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00"
men,animal print t shirts mens,10,,0.00,1.00,,,,"1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00"
men,animal print underwear mens,10,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
men,mens animal print clothing,10,,0.00,1.00,,,,"1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00"
men,mens animal print pants,10,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,0.50,1.00,0.50,1.00,0.00,0.00,1.00,1.00"
men,mens animal print shorts,10,,0.00,0.83,,,,"1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00"
men,mens animal print socks,10,,0.00,1.00,,,,"0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00"
men,mens animal print t shirt,10,,0.00,1.00,,,,"1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00"
men,mens animal print underwear,10,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00"
jean,jeans animal print,70,22,0.00,1.00,131000000,Informational,"Reviews, Image, Image pack, Video, Related searches","0.13,0.13,0.78,0.78,1.00,0.78,0.78,0.78,0.13,0.13,0.13,0.13"
jean,animal print jeans,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
jean,combinar blusa animal print con jeans,20,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00"
jean,jeans animal print mujer,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
jean,jeans animal print zara,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
jean,jeans con blusa animal print,20,,0.00,0.00,,,,"0.00,0.00,0.28,0.28,0.00,0.00,1.00,1.00,0.28,0.28,0.28,0.28"
jean,outfit blusa animal print y jeans,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00"
jean,pollera de jean animal print,20,,0.00,1.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
jean,abrigo animal print pepe jeans,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00"
jean,blusa animal print con jeans,10,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00"
jean,jeans animal print mango,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
jean,mango animal print jeans,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00"
jean,mango jeans animal print,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00"
jean,mom jeans animal print,10,,0.00,0.00,,,,"0.00,1.00,0.28,0.28,0.28,0.00,0.28,0.28,0.00,0.00,0.00,0.00"
jean,outfit jeans animal print,10,,0.00,0.00,,,,"1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00"
jean,pepe jeans animal print,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00"
jean,zapatos animal print con jeans,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00"
jean,zara animal print jeans,10,,0.00,0.00,,,,"1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00"
leggins,leggins animal print,110,23,0.19,1.00,6390000,Informational,"Reviews, Image, Image pack, Video carousel, Related searches","0.24,0.66,0.66,0.81,0.81,1.00,1.00,0.53,0.53,0.33,0.14,0.33"
leggins,animal print leggins,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
leggins,calzedonia leggins animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00"
leggins,como combinar leggins animal print,20,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
leggins,leggins animal print calzedonia,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
leggins,leggins animal print mujer,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
leggins,leggins animal print zara,20,,0.00,1.00,,,,"0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
leggins,leggins de animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
leggins,leggins deportivos animal print,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
leggins,leggins estampados animal print,20,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00"
leggins,leggins print animal,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
leggins,combinar leggins animal print,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00"
leggins,leggins animal print niña,10,,0.00,0.00,,,,"0.00,0.00,0.25,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00"
leggins,leggins animal print outfit,10,,0.00,0.00,,,,"1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00"
leggins,leggins calzedonia animal print,10,,0.00,0.00,,,,"0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00"
leggins,outfit con leggins animal print,10,,0.00,0.57,,,,"1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00"
leggins,outfit leggins animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00"
leggins,outfits con leggins animal print,10,,0.00,0.57,,,,"1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00"
nmd,hu nmd animal print,70,14,0.00,1.00,69,Informational,"Reviews, Image, Image pack, Video carousel, Related searches","0.28,1.00,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05"
nmd,adidas hu nmd animal print,30,10,0.00,0.33,61,"Informational, Transactional","Reviews, Indented, Image, Image pack, Video carousel, Related searches","0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
nmd,adidas nmd animal print,30,18,0.00,1.00,81,Informational,"Reviews, Image, Image pack, Video carousel, People also ask, Knowledge panel, Related searches, Related products","0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17"
nmd,adidas nmd r1 animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00"
nmd,hu nmd animal print amber,20,,0.00,1.00,,,,"0.00,1.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.14"
nmd,nmd animal print,20,,0.00,1.00,,,,"0.40,1.00,0.40,0.40,0.40,0.40,0.40,0.00,0.40,0.40,0.40,0.40"
nmd,adidas animal print nmd,10,,0.00,1.00,,,,"0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00"
nmd,adidas hu nmd animal print amber,10,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00"
nmd,adidas nmd hu animal print,10,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00"
nmd,adidas nmd hu pharrell animal print altered blue,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
